Rating,Length (mins),Rating Amount,Metascore
0.9999999999999996,0.1653543307086614,1.0,0.75
0.9473684210526304,0.2303149606299212,0.6989966555183946,1.0
0.8421052631578942,0.0748031496062992,0.3013377926421405,0.9583333333333331
0.8421052631578942,0.1850393700787402,1.0,0.7777777777777777
0.8421052631578942,0.2696850393700787,0.4983277591973244,0.9305555555555556
0.8421052631578942,0.281496062992126,0.6989966555183946,0.9166666666666669
0.8421052631578942,0.2834645669291339,0.4648829431438127,0.8611111111111112
0.7894736842105261,0.1889763779527559,0.7658862876254181,0.9305555555555556
0.7894736842105261,0.2362204724409448,0.6989966555183946,0.8888888888888888
0.736842105263158,0.155511811023622,0.020066889632107,0.8055555555555556
0.736842105263158,0.1771653543307086,0.899665551839465,0.6388888888888888
0.736842105263158,0.1594488188976378,0.7993311036789298,0.5416666666666666
0.736842105263158,0.1653543307086614,0.7993311036789298,0.75
0.736842105263158,0.1771653543307086,0.2785953177257525,0.8611111111111112
0.736842105263158,0.2381889763779527,0.6321070234113713,0.8194444444444444
0.6842105263157889,0.218503937007874,0.7658862876254181,0.6388888888888888
0.6842105263157889,0.171259842519685,0.431438127090301,0.8888888888888888
0.6842105263157889,0.1535433070866141,0.6989966555183946,0.625
0.6842105263157889,0.1476377952755905,0.3645484949832776,0.7777777777777777
0.6842105263157889,0.1299212598425197,0.4648829431438127,0.75
0.6842105263157889,1.0,0.0003344481605351,0.9861111111111112
0.6842105263157889,0.0590551181102362,0.0040133779264214,0.9166666666666669
0.6315789473684208,0.1358267716535433,0.6321070234113713,0.5138888888888888
0.6315789473684208,0.1181102362204724,0.5317725752508361,0.8055555555555556
0.6315789473684208,0.2578740157480315,0.4983277591973244,0.4583333333333333
0.6315789473684208,0.218503937007874,0.5317725752508361,0.875
0.6315789473684208,0.1417322834645669,0.2739130434782609,0.7083333333333333
0.6315789473684208,0.124015748031496,0.4983277591973244,0.8611111111111112
0.6315789473684208,0.155511811023622,0.3979933110367893,0.6527777777777777
0.6315789473684208,0.1299212598425197,0.2959866220735786,0.9444444444444444
0.6315789473684208,0.1141732283464566,0.2538461538461538,0.4166666666666666
0.6315789473684208,0.1417322834645669,0.171571906354515,0.8472222222222221
0.6315789473684208,0.2933070866141732,0.1237458193979933,0.972222222222222
0.6315789473684208,0.1476377952755905,0.0224080267558528,0.7916666666666667
0.5789473684210527,0.1909448818897638,0.5652173913043479,0.5416666666666666
0.5789473684210527,0.2125984251968503,0.1963210702341137,0.7083333333333333
0.5789473684210527,0.1456692913385826,0.3311036789297659,0.9583333333333331
0.5789473684210527,0.1830708661417322,0.4983277591973244,0.7916666666666667
0.5789473684210527,0.1417322834645669,0.4983277591973244,0.5277777777777778
0.5789473684210527,0.2106299212598425,0.5986622073578596,0.7361111111111112
0.5789473684210527,0.1161417322834645,0.3311036789297659,0.8472222222222221
0.5789473684210527,0.0944881889763779,0.3645484949832776,0.8472222222222221
0.5789473684210527,0.0944881889763779,0.3979933110367893,0.6666666666666667
0.5789473684210527,0.1141732283464566,0.4648829431438127,0.8194444444444444
0.5789473684210527,0.1023622047244094,0.431438127090301,0.5
0.5789473684210527,0.1811023622047244,0.3160535117056856,0.7916666666666667
0.5789473684210527,0.0590551181102362,0.3979933110367893,0.8333333333333333
0.5789473684210527,0.1614173228346457,0.1424749163879598,0.8055555555555556
0.5789473684210527,0.2125984251968503,0.1183946488294314,0.75
0.5789473684210527,0.0590551181102362,0.1100334448160535,0.9166666666666669
0.5789473684210527,0.0866141732283464,0.2060200668896321,1.0
0.5789473684210527,0.1003937007874015,0.245819397993311,0.9583333333333331
